ID	Name	Genes	Subsystem
5.4.2.10-RXN	Phosphoglucosamine mutase	TD01GL002493	Cell Envelope Biosynthesis
UAGDP	UDP-N-acetylglucosamine diphosphorylase	TD01GL003773	Cell Envelope Biosynthesis
G1PACT	Glucosamine-1-phosphate N-acetyltransferase	TD01GL003773	Cell Envelope Biosynthesis
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	TD01GL002329	Cell Envelope Biosynthesis
GLUTRACE-RXN	Glutamate racemase	TD01GL001117	Cell Envelope Biosynthesis
UDPGLCNACEPIM-RXN	UDP-N-acetylglucosamine 2-epimerase	TD01GL002507	Cell Envelope Biosynthesis
MALONYL-ACPDECARBOX-RXN	Malonyl-ACP decarboxylase	TD01GL000147	Membrane Lipid Metabolism
3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	TD01GL000147;TD01GL002265	Cell Envelope Biosynthesis
3-OXOACYL-ACP-SYNTH-BASE-RXN	Beta-ketoacyl-ACP synthase	TD01GL000147;TD01GL002265	Membrane Lipid Metabolism
3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	TD01GL000147	Cell Envelope Biosynthesis
3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	TD01GL000147;TD01GL002265	Cell Envelope Biosynthesis
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	TD01GL000147;TD01GL002265	Cell Envelope Biosynthesis
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	TD01GL000147;TD01GL002265	Cell Envelope Biosynthesis
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	TD01GL000147	Cell Envelope Biosynthesis
OPMEACPS	3-Oxo-pimeloyl-[ACP] methyl ester synthase	TD01GL000147	Cofactor and Prosthetic Group Biosynthesis
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	TD01GL000147;TD01GL002265	Cell Envelope Biosynthesis
3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	TD01GL000147	Cell Envelope Biosynthesis
3OAS140	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	TD01GL000147;TD01GL002265	Cell Envelope Biosynthesis
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	TD01GL000147;TD01GL002265	Cell Envelope Biosynthesis
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	2-octaprenyl-6-hydroxyphenol methylase	TD01GL001869	Cofactor and Prosthetic Group Biosynthesis
DHHB-METHYLTRANSFER-RXN	3-Dimethylubiquinonol 3-methyltransferase	TD01GL001869	Cofactor and Prosthetic Group Biosynthesis
H2PTERIDINEPYROPHOSPHOKIN-RXN	6-hydroxymethyl-dihydropterin pyrophosphokinase	TD01GL000371	Cofactor and Prosthetic Group Biosynthesis
PANTEPADENYLYLTRAN-RXN	Pantetheine-phosphate adenylyltransferase	TD01GL003142	Cofactor and Prosthetic Group Biosynthesis
DXPREDISOM-RXN	1-deoxy-D-xylulose reductoisomerase	TD01GL000529	Cofactor and Prosthetic Group Biosynthesis
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	Octaprenyl-hydroxybenzoate decarboxylase	TD01GL000543	Cofactor and Prosthetic Group Biosynthesis
ACETYLORNTRANSAM-RXN	Acetylornithine transaminase	TD01GL002787;TD01GL003508;TD01GL003369	Arginine and Proline Metabolism
GABATRANSAM-RXN	4-aminobutyrate transaminase	TD01GL003369;TD01GL003508	Arginine and Proline Metabolism
SUCCSEMIALDDEHYDROG-RXN	Succinate-semialdehyde dehydrogenase (NADP)	TD01GL002048;TD01GL002451;TD01GL003370;TD01GL002821	Arginine and Proline Metabolism
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	Succinate-semialdehyde dehydrogenase (NAD)	TD01GL002821	Arginine and Proline Metabolism
4.3.1.17-RXN	L-serine deaminase	TD01GL002900;TD01GL000429	Glycine and Serine Metabolism
THREODEHYD-RXN	L-threonine dehydrogenase	TD01GL003461;TD01GL000945	Glycine and Serine Metabolism
2-DEHYDROPANTOATE-REDUCT-RXN	2-dehydropantoate 2-reductase	TD01GL003199;TD01GL002191	Cofactor and Prosthetic Group Biosynthesis
ACETOOHBUTREDUCTOISOM-RXN	Ketol-acid reductoisomerase (2-Acetolactate)	TD01GL003199	Valine, Leucine, and Isoleucine Metabolism
ACETOLACTREDUCTOISOM-RXN	Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	TD01GL003199	Valine, Leucine, and Isoleucine Metabolism
ACETYL-COA-CARBOXYLTRANSFER-RXN	Acetyl-CoA carboxylase	TD01GL002043;TD01GL000539;TD01GL001636;TD01GL002042	Membrane Lipid Metabolism
NAD-KIN-RXN	NAD kinase	TD01GL001357	Cofactor and Prosthetic Group Biosynthesis
ISOCHORMAT-RXN	Isochorismatase	TD01GL000394	Cofactor and Prosthetic Group Biosynthesis
GLYOXI-RXN	Lactoylglutathione lyase	TD01GL000551;TD01GL000224	Methylglyoxal Metabolism
3.1.3.68-RXN	2 deoxyglucose 6 phosphatase	TD01GL001075	Alternate Carbon Metabolism
MN6PP	Mannose 6-phosphate phosphatase	TD01GL001075	Alternate Carbon Metabolism
E4PP	Erythrose-4-phosphate phosphatase	TD01GL001075;TD01GL001401	Alternate Carbon Metabolism
3.1.3.74-RXN	Pyridoxal 5-phosphate phosphatase	TD01GL001075	Cofactor and Prosthetic Group Biosynthesis
RXN66-526	Glucose-6-phosphate phosphatase	TD01GL001075	Glycolysis/Gluconeogenesis
F6PP	D-fructose 6-phosphate phosphatase	TD01GL001075;TD01GL001401	Alternate Carbon Metabolism
DXS-RXN	1-deoxy-D-xylulose 5-phosphate synthase	TD01GL003632	Cofactor and Prosthetic Group Biosynthesis
2.7.1.148-RXN	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	TD01GL001185	Cofactor and Prosthetic Group Biosynthesis
RXN0-302	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	TD01GL002929	Cofactor and Prosthetic Group Biosynthesis
DEOXYGLUCONOKIN-RXN	2-dehydro-3-deoxygluconokinase	TD01GL001441	Alternate Carbon Metabolism
PHOSMANMUT-RXN	Phosphomannomutase	TD01GL000504	Alternate Carbon Metabolism
R00479	Isocitrate lyase	TD01GL001099	Anaplerotic Reactions
R01221	Glycine Cleavage System	TD01GL001918;TD01GL001060;TD01GL001915;TD01GL001917	Folate Metabolism
PYRUVDEH-RXN	Pyruvate dehydrogenase	TD01GL003063;TD01GL001060;TD01GL003062	Glycolysis/Gluconeogenesis
2OXOGLUTARATEDEH-RXN	2-Oxogluterate dehydrogenase	TD01GL001060;TD01GL001059;TD01GL001058	Citric Acid Cycle
MMUM-RXN	Homocysteine Methyltransferase	TD01GL002710	Methionine Metabolism
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	Homocysteine S-methyltransferase	TD01GL002710	Methionine Metabolism
TRE6PHYDRO-RXN	Trehalose-6-phosphate hydrolase	TD01GL001422;TD01GL001415	Alternate Carbon Metabolism
R00345	Phosphoenolpyruvate carboxylase	TD01GL002218	Anaplerotic Reactions
GTP-CYCLOHYDRO-II-RXN	GTP cyclohydrolase II (25drapp)	TD01GL003636;TD01GL002573;TD01GL000975	Cofactor and Prosthetic Group Biosynthesis
SADT2	Sulfate adenyltransferase	TD01GL002416;TD01GL002415	Cysteine Metabolism
MANNONOXIDOREDUCT-RXN	Mannonate oxidoreductase	TD01GL001033	Alternate Carbon Metabolism
GPH-RXN	Phosphoglycolate phosphatase	TD01GL001224	Alternate Carbon Metabolism
GLYOCARBOLIG-RXN	Glyoxalate carboligase	TD01GL001375	Glyoxylate Metabolism
KDGALDOL-RXN	5-dehydro-4-deoxyglucarate aldolase	TD01GL002088	Alternate Carbon Metabolism
3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	TD01GL002265	Cell Envelope Biosynthesis
EDTXS3	Endotoxin Synthesis (palmitoleoyl ACP)	TD01GL002921	Lipopolysaccharide Biosynthesis / Recycling
QUINOPRIBOTRANS-RXN	Nicotinate-nucleotide diphosphorylase (carboxylating)	TD01GL003065	Cofactor and Prosthetic Group Biosynthesis
AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
ACPPAT140	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)	TD01GL002269;TD01GL002266	Glycerophospholipid Metabolism
ACP-S-ACETYLTRANSFER-RXN	Acetyl-CoA ACP transacylase	TD01GL002266;TD01GL001279	Membrane Lipid Metabolism
MALONYL-COA-ACP-TRANSACYL-RXN	Malonyl-CoA-ACP transacylase	TD01GL002268;TD01GL002266	Membrane Lipid Metabolism
AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
ACPPAT181	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)	TD01GL002269;TD01GL002266	Glycerophospholipid Metabolism
ACPPAT160	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)	TD01GL002269;TD01GL002266	Glycerophospholipid Metabolism
ACPPAT141	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)	TD01GL002269;TD01GL002266	Glycerophospholipid Metabolism
AACPS4	Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
ACPPAT180	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	TD01GL002269;TD01GL002266	Glycerophospholipid Metabolism
AACPS2	Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
ACPPAT120	Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)	TD01GL002269;TD01GL002266	Glycerophospholipid Metabolism
ACPPAT161	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)	TD01GL002269;TD01GL002266	Glycerophospholipid Metabolism
AACPS3	Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
AACPS5	Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
AACPS1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
UDPNACETYLGLUCOSAMACYLTRANS-RXN	UDP-N-acetylglucosamine acyltransferase	TD01GL002266;TD01GL000535	Lipopolysaccharide Biosynthesis / Recycling
AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	TD01GL002266;TD01GL000828	Cell Envelope Biosynthesis
2AGPEAT181	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)	TD01GL000828	Glycerophospholipid Metabolism
2AGPEAT120	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)	TD01GL000828	Glycerophospholipid Metabolism
2AGPEAT141	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)	TD01GL000828	Glycerophospholipid Metabolism
2AGPEAT180	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)	TD01GL000828	Glycerophospholipid Metabolism
2AGPGAT180	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)	TD01GL000828	Glycerophospholipid Metabolism
2AGPEAT161	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)	TD01GL000828	Glycerophospholipid Metabolism
2AGPGAT181	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)	TD01GL000828	Glycerophospholipid Metabolism
2AGPGAT160	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)	TD01GL000828	Glycerophospholipid Metabolism
2AGPGAT141	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)	TD01GL000828	Glycerophospholipid Metabolism
2AGPEAT140	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)	TD01GL000828	Glycerophospholipid Metabolism
2AGPGAT161	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)	TD01GL000828	Glycerophospholipid Metabolism
2AGPEAT160	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)	TD01GL000828	Glycerophospholipid Metabolism
2AGPGAT120	2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)	TD01GL000828	Glycerophospholipid Metabolism
2AGPGAT140	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)	TD01GL000828	Glycerophospholipid Metabolism
SUCCDIAMINOPIMDESUCC-RXN	Succinyl-diaminopimelate desuccinylase	TD01GL000517	Threonine and Lysine Metabolism
RIBAZOLEPHOSPHAT-RXN	Alpha-ribazole 5-phosphate phosphatase	TD01GL001451	Cofactor and Prosthetic Group Biosynthesis
ADENPRIBOSYLTRAN-RXN	Adenine phosphoribosyltransferase	TD01GL001666	Nucleotide Salvage Pathway
RXN-8992	Octaprenyl pyrophosphate synthase	TD01GL000296	Cofactor and Prosthetic Group Biosynthesis
CATAL-RXN	Catalase	TD01GL001045;TD01GL003441	Unassigned
RXN-10819	Phenylacetate-CoA ligase	TD01GL003534	Alternate Carbon Metabolism
GP4GH	Gp4G hydrolase	TD01GL002911	Nucleotide Salvage Pathway
RXN-10966	Ap5A hydrolase	TD01GL002911	Nucleotide Salvage Pathway
3.6.1.41-RXN	Ap4A hydrolase	TD01GL002911	Nucleotide Salvage Pathway
RXN0-4342	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	TD01GL000018	Lipopolysaccharide Biosynthesis / Recycling
GMHEPK	D-glycero-D-manno-heptose 7-phosphate kinase	TD01GL000018	Lipopolysaccharide Biosynthesis / Recycling
UDCPDP	Undecaprenyl-diphosphatase	TD01GL003775	Cell Envelope Biosynthesis
RXN-11832	Cytidylate kinase (CMP)	TD01GL002003	Nucleotide Salvage Pathway
RXN-7913	Cytidylate kinase (dCMP)	TD01GL002003	Nucleotide Salvage Pathway
RXN-12002	UMP kinase	TD01GL002003;TD01GL000525	Nucleotide Salvage Pathway
GMKALT-RXN	Deoxyguanylate kinase (dGMP:ATP)	TD01GL003753	Nucleotide Salvage Pathway
GUANYL-KIN-RXN	Guanylate kinase (GMP:ATP)	TD01GL003753	Nucleotide Salvage Pathway
ACETOACETYL-COA-TRANSFER-RXN	Acetyl-CoA:acetoacetyl-CoA transferase	TD01GL001910;TD01GL000278	Alternate Carbon Metabolism
HXCT	Acetyl-CoA:hexanoate-CoA transferase	TD01GL001910;TD01GL000278	Alternate Carbon Metabolism
BUTCT	Acetyl-CoA:butyrate-CoA transferase	TD01GL001910;TD01GL000278	Alternate Carbon Metabolism
DTDPGLUCOSEPP-RXN	Glucose-1-phosphate thymidylyltransferase	TD01GL002518	Cell Envelope Biosynthesis
DTDPGLUCDEHYDRAT-RXN	DTDPglucose 4,6-dehydratase	TD01GL002520	Cell Envelope Biosynthesis
DTDPDEHYDRHAMEPIM-RXN	DTDP-4-dehydrorhamnose 3,5-epimerase	TD01GL002517;TD01GL003261	Cell Envelope Biosynthesis
DTDPDEHYRHAMREDUCT-RXN	DTDP-4-dehydrorhamnose reductase	TD01GL002519	Cell Envelope Biosynthesis
UDPNACETYLMURAMATEDEHYDROG-RXN	UDP-N-acetylenolpyruvoylglucosamine reductase	TD01GL002278	Cell Envelope Biosynthesis
GMHEPPA	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	TD01GL000005	Lipopolysaccharide Biosynthesis / Recycling
RXN0-4301	Sedoheptulose 7-phosphate isomerase	TD01GL002314	Lipopolysaccharide Biosynthesis / Recycling
NADPH-DEHYDROGENASE-FLAVIN-RXN	Flavin reductase	TD01GL000544	Cofactor and Prosthetic Group Biosynthesis
RXN-12444	FMN reductase	TD01GL000544;TD01GL002739	Cofactor and Prosthetic Group Biosynthesis
R09750	Flavin reductase (NAD)	TD01GL000544	Cofactor and Prosthetic Group Biosynthesis
RXN-8506	FAD reductase	TD01GL000544	Cofactor and Prosthetic Group Biosynthesis
RXN-9510	FMN reductase	TD01GL000544	Cofactor and Prosthetic Group Biosynthesis
FE3Ri	Fe(III) reduction	TD01GL000544	Cofactor and Prosthetic Group Biosynthesis
GTPPYPHOSKIN-RXN	GTP diphosphokinase	TD01GL002220	Cofactor and Prosthetic Group Biosynthesis
GDPPYPHOSKIN-RXN	GDP diphosphokinase	TD01GL002220;TD01GL003751	Cofactor and Prosthetic Group Biosynthesis
PROTOHEMEFERROCHELAT-RXN	Ferrochelatase	TD01GL002646	Cofactor and Prosthetic Group Biosynthesis
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	Hydroxybenzoate octaprenyltransferase	TD01GL003740	Cofactor and Prosthetic Group Biosynthesis
DEPHOSPHOCOAKIN-RXN	Dephospho-CoA kinase	TD01GL001995	Cofactor and Prosthetic Group Biosynthesis
THIAZOLSYN3-RXN	Hydroxyethylthiazole kinase	TD01GL000221	Cofactor and Prosthetic Group Biosynthesis
R03254	3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	TD01GL000732	Lipopolysaccharide Biosynthesis / Recycling
KDO-8PPHOSPHAT-RXN	3-deoxy-manno-octulosonate-8-phosphatase	TD01GL002338	Lipopolysaccharide Biosynthesis / Recycling
ARGININE-N-SUCCINYLTRANSFERASE-RXN	Arginine succinyltransferase	TD01GL002785;TD01GL002786	Arginine and Proline Metabolism
SUCCGLUDESUCC-RXN	Succinylglutamate desuccinylase	TD01GL002679	Arginine and Proline Metabolism
GSPSYN-RXN	Glutathionylspermidine synthetase	TD01GL000484	Arginine and Proline Metabolism
GSPAMID-RXN	Glutathionylspermidine amidase	TD01GL000484	Arginine and Proline Metabolism
GUANINE-DEAMINASE-RXN	Guanine deaminase	TD01GL000346;TD01GL001709	Nucleotide Salvage Pathway
DTMPKI-RXN	DTMP kinase	TD01GL002262	Nucleotide Salvage Pathway
PHOSPHOGLUCMUT-RXN	Phosphoglucomutase	TD01GL002488;TD01GL001401;TD01GL000504	Alternate Carbon Metabolism
F1PP	D-fructose 1-phosphate phosphatase	TD01GL001401	Alternate Carbon Metabolism
RXN0-7249	Alkaline phosphatase	TD01GL001401	Alternate Carbon Metabolism
R5PP	Ribose 5-phosphate phosphatase	TD01GL001401	Alternate Carbon Metabolism
GNP	Phosphogluconate phosphatase	TD01GL000045;TD01GL001401	Alternate Carbon Metabolism
FRUK	Fructose-1-phosphate kinase	TD01GL001407	Alternate Carbon Metabolism
RIBOSYLHOMOCYSTEINASE-RXN	S-ribosylhomocysteine cleavage enzyme	TD01GL002963	Methionine Metabolism
R02566	Betaine-aldehyde dehydrogenase	TD01GL002122	Unassigned
BADH-RXN	Betaine-aldehyde dehydrogenase	TD01GL003288;TD01GL002122	Unassigned
PYRNUTRANSHYDROGEN-RXN	NAD transhydrogenase	TD01GL001591	Oxidative Phosphorylation
ACPS1	Acyl-carrier protein synthase	TD01GL002224	Cofactor and Prosthetic Group Biosynthesis
GMP-SYN-GLUT-RXN	GMP synthase	TD01GL000782	Purine and Pyrimidine Biosynthesis
GMP-SYN-NH3-RXN	GMP synthase	TD01GL000782	Purine and Pyrimidine Biosynthesis
PABASYN-RXN	4-amino-4-deoxychorismate synthase	TD01GL001246;TD01GL001226	Cofactor and Prosthetic Group Biosynthesis
ADCLY-RXN	4-aminobenzoate synthase	TD01GL003741;TD01GL002264	Cofactor and Prosthetic Group Biosynthesis
CHORPYRLY-RXN	Chorismate pyruvate lyase	TD01GL003741;TD01GL002264	Cofactor and Prosthetic Group Biosynthesis
URACIL-PRIBOSYLTRANS-RXN	Uracil phosphoribosyltransferase	TD01GL001669	Nucleotide Salvage Pathway
CTPSYN-RXN	CTP synthase (glutamine)	TD01GL000731	Purine and Pyrimidine Biosynthesis
PAPPT3	Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	TD01GL002304	Cell Envelope Biosynthesis
UAGPT3	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	TD01GL002301	Cell Envelope Biosynthesis
5.1.3.20-RXN	ADP-D-glycero-D-manno-heptose epimerase	TD01GL000009	Lipopolysaccharide Biosynthesis / Recycling
RXN0-300	Hydroxypyruvate reductase (NADPH)	TD01GL002976;TD01GL001618	Alternate Carbon Metabolism
GLYCOLATE-REDUCTASE-RXN	Glycolate dehydrogenase (NAD)	TD01GL002976	Glyoxylate Metabolism
GLYCERATE-DEHYDROGENASE-RXN	Hydroxypyruvate reductase (NADH)	TD01GL002976	Alternate Carbon Metabolism
GLYOXYLATE-REDUCTASE-NADP+-RXN	Glycolate dehydrogenase (NADP)	TD01GL002976;TD01GL001618	Glyoxylate Metabolism
ACETYLORNDEACET-RXN	Acetylornithine deacetylase	TD01GL000263	Arginine and Proline Metabolism
ADDALT-RXN	Deoxyadenosine deaminase	TD01GL001707	Nucleotide Salvage Pathway
ADENODEAMIN-RXN	Adenosine deaminase	TD01GL001707	Nucleotide Salvage Pathway
ADENYLOSUCCINATE-SYNTHASE-RXN	Adenylosuccinate synthase	TD01GL002371	Purine and Pyrimidine Biosynthesis
NAG6PDEACET-RXN	N-acetylglucosamine-6-phosphate deacetylase	TD01GL001069	Alternate Carbon Metabolism
ASPARAGHYD-RXN	L-asparaginase	TD01GL001696;TD01GL002981	Alanine and Aspartate Metabolism
ASPCARBTRANS-RXN	Aspartate carbamoyltransferase	TD01GL000039	Purine and Pyrimidine Biosynthesis
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	TD01GL003246	Cofactor and Prosthetic Group Biosynthesis
IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	TD01GL003246	Cofactor and Prosthetic Group Biosynthesis
DIAMINOPIMEPIM-RXN	Diaminopimelate epimerase	TD01GL003702	Threonine and Lysine Metabolism
DHDPRy	Dihydrodipicolinate reductase (NADPH)	TD01GL000345	Threonine and Lysine Metabolism
SUCCORNTRANSAM-RXN	Succinylornithine transaminase	TD01GL002787	Arginine and Proline Metabolism
THRESYN-RXN	Threonine synthase	TD01GL000470	Threonine and Lysine Metabolism
DAHPSYN-RXN	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	TD01GL000546;TD01GL002236	Tyrosine, Tryptophan, and Phenylalanine Metabolism
NMNAMIDOHYDRO-RXN	Nicotinamide-nucleotide amidase	TD01GL000737	Cofactor and Prosthetic Group Biosynthesis
PYRROLINECARBDEHYDROG-RXN	1-pyrroline-5-carboxylate dehydrogenase	TD01GL001349	Arginine and Proline Metabolism
PROD3	Proline dehydrogenase (q8)	TD01GL001349	Arginine and Proline Metabolism
SPERMACTRAN-RXN	Spermidine acetyltransferase	TD01GL000857	Arginine and Proline Metabolism
RXN0-7165	Spermidine acetyltransferase (N8)	TD01GL000857	Arginine and Proline Metabolism
MALSYN-RXN	Malate synthase	TD01GL003666	Anaplerotic Reactions
ADPRDP	ADPribose diphosphatase	TD01GL002419;TD01GL002563	Nucleotide Salvage Pathway
R00844	Glycerol-3-phosphate dehydrogenase (NADP)	TD01GL002360	Alternate Carbon Metabolism
FUCPALDOL-RXN	L-fuculose 1-phosphate aldolase	TD01GL003303	Alternate Carbon Metabolism
ACCOAL	Acetate-CoA ligase (ADP-forming)	TD01GL001777	Alternate Carbon Metabolism
GLUC1PURIDYLTRANS-RXN	UTP-glucose-1-phosphate uridylyltransferase (irreversible)	TD01GL002487	Cell Envelope Biosynthesis
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase	TD01GL000533	Lipopolysaccharide Biosynthesis / Recycling
UAAGDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	TD01GL002306	Cell Envelope Biosynthesis
UDP-NACMUR-ALA-LIG-RXN	UDP-N-acetylmuramoyl-L-alanine synthetase	TD01GL002300	Cell Envelope Biosynthesis
UDP-NACMURALA-GLU-LIG-RXN	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	TD01GL002303	Cell Envelope Biosynthesis
UREIDOGLYCOLATE-HYDROLASE-RXN	Ureidoglycolate hydrolase	TD01GL003016	Nitrogen Metabolism
R02601	2-oxopent-4-enoate hydratase	TD01GL000434	Alternate Carbon Metabolism
R00750	4-hydroxy-2-oxopentanoate aldolase	TD01GL000436	Alternate Carbon Metabolism
RXN-10040	3-hydroxycinnamate hydroxylase	TD01GL003558	Alternate Carbon Metabolism
MHPHYDROXY-RXN	3-(3-hydroxy-phenyl)propionate hydroxylase	TD01GL003558	Alternate Carbon Metabolism
ASPDECARBOX-RXN	Aspartate 1-decarboxylase	TD01GL000368	Cofactor and Prosthetic Group Biosynthesis
UGMDDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	TD01GL002305	Cell Envelope Biosynthesis
UDPACYLGLCNACDEACETYL-RXN	UDP-3-O-acetylglucosamine deacetylase	TD01GL002295	Lipopolysaccharide Biosynthesis / Recycling
ATPPHOSPHORIBOSYLTRANS-RXN	ATP phosphoribosyltransferase	TD01GL002328	Histidine Metabolism
RXN-8001	Histidinol dehydrogenase	TD01GL002327	Histidine Metabolism
IMIDPHOSDEHYD-RXN	Imidazoleglycerol-phosphate dehydratase	TD01GL003185	Histidine Metabolism
HISTIDPHOS-RXN	Histidinol-phosphatase	TD01GL003185	Histidine Metabolism
PRPPS	Phosphoribosylpyrophosphate synthetase	TD01GL001184	Histidine Metabolism
PRIBFAICARPISOM-RXN	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	TD01GL003187	Histidine Metabolism
SERINE-O-ACETTRAN-RXN	Serine O-acetyltransferase	TD01GL000665	Cysteine Metabolism
ACSERLY-RXN	Cysteine synthase	TD01GL002222	Cysteine Metabolism
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	3',5'-bisphosphate nucleotidase	TD01GL002495	Cysteine Metabolism
PAPSR2	Phosphoadenylyl-sulfate reductase (glutaredoxin)	TD01GL001908;TD01GL001245;TD01GL001265	Cysteine Metabolism
