,dna,rna,protein
TD01GL000421,6930.399061032931,6436.032863849889,1016.1580594679173
TD01GL000422,6146.361502347487,5652.543035993825,902.5430359937387
TD01GL0RAST8,604.3427230046957,559.5070422535233,77.62128325508611
TD01GL000423,7073.395931142491,6558.528951486819,961.1111111111097
TD01GL000424,6739.514866979714,6253.834115806057,953.4428794992157
TD01GL000425,1846.165884194047,1726.5258215962408,283.4898278560253
TD01GL000426,16443.701095460943,15295.892018779814,2299.256651017221
TD01GL000427,3426.7996870109528,3176.72143974962,480.08607198748103
TD01GL000428,4687.167449139298,4322.613458528986,694.4053208137715
TD01GL000429,7501.682316119037,6934.311424100297,1038.8497652582141
TD01GL000430,3342.1752738654122,3087.7934272300604,459.2331768388118
TD01GL000431,2472.026604068854,2294.874804381847,326.1737089201886
TD01GL0RAST9,646.7918622848213,607.6682316118962,95.6964006259781
TD01GL000432,5053.560250391264,4643.07511737094,718.8575899843497
TD01GL000433,7884.4679186229405,7298.8654147106345,1093.2707355242553
TD01GL000434,4362.0109546166,4063.888888888912,574.9217527386546
TD01GL000435,5145.031298904559,4777.582159624466,693.5446009389674
TD01GL000436,5506.729264475783,5125.89984350554,736.5414710485138
TD01GL000437,4112.949921752743,3834.0766823161384,555.7902973395937
TD01GL000438,2272.26134585289,2112.480438184659,316.1580594679188
TD01GL000439,3082.3161189358343,2875.66510172145,480.08607198748126
TD01GL000440,5322.183098591587,4940.884194053264,772.2222222222217
TD01GL000441,5313.380281690176,4935.133020344347,748.2003129890452
TD01GL000442,2960.0938967136144,2722.6134585289574,460.4068857589992
TD01GL000443,6769.600938967189,6219.444444444547,1017.7621283255085
TD01GL000444,2941.901408450705,2726.2519561815393,413.0672926447579
TD01GL000445,6649.33489827862,6150.19561815347,947.4960876369319
TD01GL000446,4288.184663536785,3957.2769953051866,616.3536776212833
TD01GL000447,7498.630672926537,6871.2441314555235,1099.8435054773079
TD01GL000448,4047.2613458528945,3746.244131455424,553.5211267605641
TD01GL000449,611.3849765258224,564.0453834115823,104.9295774647888
TD01GL000450,15082.82472613401,14130.712050078697,2131.4162754303675
TD01GL000451,776.4866979655727,711.2284820031322,109.93740219092346
TD01GL000452,4059.8200312989024,3764.4366197183363,534.6635367762133
TD01GL000453,4430.086071987496,4081.1815336463483,597.0266040688582
TD01GL000454,1367.2535211267602,1263.7323943661986,196.28325508607202
TD01GL000455,8067.370892018895,7455.164319248976,1180.9076682316113
TD01GL000456,15287.989045382803,14203.638497653019,2174.3740219092388
TD01GL000457,3628.5602503912405,3358.685446009401,539.3192488262919
TD01GL000458,3320.539906103283,3075.7824726134722,482.00312989045403
TD01GL000459,3584.5070422535214,3309.8591549295916,546.5179968701103
TD01GL000460,6868.85758998443,6347.887323943775,997.4960876369313
TD01GL000461,4292.801251956194,3934.976525821618,647.5352112676055
TD01GL000462,7679.029733959421,7156.885758998581,1043.4272300469465
TD01GL000463,1342.2143974960877,1237.1283255086082,192.5273865414712
TD01GL000464,2958.2550860719844,2742.6056338028247,431.220657276996
TD01GL000465,4683.450704225364,4357.550860719913,635.5633802816906
TD01GL000466,1964.5148669796517,1825.3129890453804,278.5211267605636
TD01GL000467,4756.964006259797,4409.389671361543,689.8278560250387
TD01GL000468,4288.41940532082,3975.273865414739,577.3082942097034
TD01GL000469,7274.295774647966,6732.902973396063,975.5086071987466
TD01GL000470,7480.203442879577,6930.20344287964,1056.3380281690127
TD01GL000471,9673.513302034386,8979.30359937424,1321.6353677621291
TD01GL000472,6646.478873239506,6131.064162754404,990.845070422535
TD01GL000473,3331.611893583727,3046.1658841940634,514.241001564946
TD01GL000474,7944.248826291185,7355.125195618306,1179.5383411580594
TD01GL000475,13671.165884193602,12785.328638498037,1830.9076682316158
TD01GL000476,2461.815336463217,2297.4178403755855,356.7683881064169
TD01GL000477,7264.827856025107,6728.521126760699,982.9029733959293
TD01GL000478,8644.679186228523,8034.5070422537065,1230.4773082942104
TD01GL000479,3971.674491392807,3653.7558685446197,603.7167449139281
TD01GL000480,5011.463223787196,4600.430359937442,766.1189358372461
TD01GL000481,8485.837245696457,7882.394366197363,1207.1987480438181
TD01GL000482,5638.184663536821,5250.000000000071,773.7871674491389
TD01GL000483,8174.256651017321,7592.331768388271,1177.269170579029
TD01GL000484,6383.098591549349,5920.50078247271,974.8435054773063
TD01GL000485,3245.3051643192484,3031.455399061042,421.6353677621291
TD01GL000486,2272.535211267603,2100.547730829418,340.21909233176893
TD01GL000487,4011.5414710485147,3721.165884194075,550.8998435054782
TD01GL000488,5639.866979655748,5225.782472613529,794.5226917057898
TD01GL000489,3754.0297339593076,3526.095461658862,478.56025039123716
TD01GL000490,2201.564945226913,2040.0625978090727,302.3474178403756
TD01GL000491,2086.8153364632185,1941.8231611893552,304.85133020344335
TD01GL000492,7570.226917057992,6963.967136150365,1062.3630672926433
TD01GL000493,1667.5273865414683,1554.068857589984,234.11580594679205
TD01GL000494,4574.295774647897,4263.41940532085,632.7856025039125
TD01GL000495,2561.5023474178356,2379.499217527387,345.0312989045386
TD01GL000496,1131.0641627543057,1052.8951486698,159.85915492957764
TD01GL000497,3340.453834115807,3095.305164319258,470.69640062597875
TD01GL000498,7331.885758998517,6861.3067292646165,968.4272300469466
TD01GL000499,3618.857589984351,3344.2879499217674,511.42410015649494
TD01GL000500,5618.544600939004,5195.226917057971,775.5868544600929
TD01GL000501,4681.377151799704,4340.219092331807,660.1330203442883
TD01GL000502,3277.895148669795,3049.334898278571,464.08450704225356
TD01GL000503,4858.998435054789,4523.865414710532,638.0672926447578
TD01GL000504,7440.41471048522,6922.887323943797,1018.9358372456945
TD01GL000505,2489.4757433489804,2298.161189358372,337.2065727699533
TD01GL000506,7290.414710485193,6773.591549295911,976.9953051643179
TD01GL000507,3643.075117370895,3356.3771517996997,503.52112676056373
TD01GL000508,1519.913928012518,1403.5602503912373,227.30829420970295
TD01GL000509,844.0923317683903,789.162754303603,132.0422535211268
TD01GL000510,4464.984350547743,4138.067292644785,633.2159624413148
TD01GL000511,6612.519561815396,6118.857589984461,920.4225352112666
TD01GL000512,2349.4913928012484,2160.3677621283236,349.02190923317704
TD01GL000513,6024.21752738659,5613.575899843594,776.0172143974955
TD01GL000514,1357.3943661971823,1268.1142410015661,187.9499217527388
TD01GL000515,2948.278560250388,2697.4960876369373,413.26291079812245
TD01GL000516,2103.0516431924816,1962.6760563380237,302.54303599374043
TD01GL000517,6312.98904538347,5863.9280125196565,873.082942097025
TD01GL000518,5678.638497652622,5290.610328638574,755.4381846635363
TD01GL000519,1872.6525821596201,1741.9014084507028,267.1361502347419
TD01GL000520,6409.194053208188,5952.308294209801,907.1987480438173
TD01GL000521,14384.467918622327,13337.05007824766,2172.339593114246
TD01GL000522,4273.004694835688,3964.9452269170833,605.5946791862285
TD01GL000523,4050.665101721439,3768.5054773083184,571.3615023474181
TD01GL000524,4715.805946791884,4388.419405320856,617.0970266040692
TD01GL000525,4203.051643192493,3885.6025039123892,573.8654147104861
TD01GL000526,3027.2300469483503,2818.8575899843618,415.14084507042304
TD01GL000527,4245.852895148678,3931.6118935837494,588.458528951487
TD01GL000528,4452.934272300479,4087.2848200313256,681.1815336463224
TD01GL000529,6422.143974960942,5931.064162754398,865.3755868544594
TD01GL000530,7349.6087636933635,6767.683881064288,1033.8810641627535
TD01GL0RAST10,568.6619718309864,527.8169014084523,88.22378716744936
TD01GL000531,12728.442879498863,11745.970266041006,1706.1815336463228
TD01GL000532,2735.798122065722,2550.665101721442,363.69327073552483
TD01GL000533,5721.791862284868,5276.79968701103,742.4100156494519
TD01GL000534,2409.976525821592,2212.3239436619715,360.4851330203445
TD01GL000535,4153.677621283257,3832.0813771518215,558.4507042253528
TD01GL000536,6645.383411580665,6159.467918622954,949.5305164319243
TD01GL000537,3332.8247261345855,3086.580594679196,452.50391236306774
TD01GL000538,18931.924882628766,17537.245696401063,2719.1314553990674
TD01GL000539,5170.070422535241,4777.19092331774,734.1158059467914
TD01GL000540,6932.237871674561,6447.026604068975,982.9029733959297
TD01GL000541,8288.067292644851,7665.219092331932,1156.7292644757417
TD01GL000542,6999.569640062678,6498.239436619841,1008.8028169014067
TD01GL000543,8069.170579029831,7465.101721439908,1201.0954616588408
TD01GL000544,4211.111111111111,3905.9467918623086,585.9937402190926
TD01GL000545,700.3129890453843,645.5399061032882,92.87949921752751
TD01GL0RAST11,711.1893583724576,656.9640062597826,106.22065727699534
TD01GL0RAST12,953.560250391238,880.0860719874829,134.31142410015664
TD01GL000546,5817.214397496136,5421.361502347499,777.6995305164319
TD01GL000547,2857.902973395926,2634.898278560256,437.48043818466425
TD01GL000548,3997.261345852893,3714.475743349006,537.4413145539913
TD01GL000549,5765.610328638535,5319.287949921829,847.0266040688557
TD01GL000550,2424.882629107977,2243.5837245696375,327.0344287949926
TD01GL000551,2384.507042253516,2212.754303599374,343.19248826291135
TD01GL000552,2445.070422535206,2274.491392801251,333.41158059467955
TD01GL000553,6236.032863849813,5804.1079812207545,873.9436619718293
TD01GL000554,11760.680751173464,10899.647887324249,1703.6776212832574
TD01GL000555,3397.1439749608758,3160.758998435068,487.1283255086079
TD01GL000556,3628.2472613458544,3381.22065727701,525.5868544600945
TD01GL000557,3407.863849765259,3167.9577464788836,467.3317683881068
TD01GL000558,8825.312989045407,8125.5477308296,1311.6197183098595
TD01GL000559,6558.215962441372,6086.854460094003,932.6291079812192
TD01GL000560,5549.413145539943,5168.740219092398,793.1924882629095
TD01GL000561,867.4491392801264,789.67136150235,133.29420970266042
TD01GL000562,2665.9233176838793,2461.776212832555,384.74178403755917
TD01GL000563,6793.62284820038,6280.555555555671,991.0015649452257
TD01GL000564,2619.170579029728,2432.7073552425695,394.67918622848254
TD01GL000565,5598.826291079858,5188.654147104921,772.8873239436613
TD01GL000566,4739.241001564968,4360.054773082979,696.0485133020338
TD01GL000567,4887.245696400651,4521.126760563424,650.0000000000001
TD01GL000568,2480.477308294206,2298.7871674491385,348.2394366197188
TD01GL000569,4331.924882629114,4013.3020344288225,589.2410015649461
TD01GL000570,8825.74334898283,8172.143974961062,1270.3834115805946
TD01GL000571,1375.5477308294217,1244.092331768389,233.95931142410032
TD01GL000572,4080.3208137715214,3792.1361502347618,558.6854460093904
TD01GL000573,4982.316118935862,4602.1909233177275,699.6087636932709
TD01GL000574,6487.558685446076,5903.521126760649,1023.9045383411569
TD01GL000575,623.943661971832,574.5696400626001,87.24569640062607
TD01GL000576,1884.6244131455362,1736.580594679184,256.92488262910837
TD01GL000577,15380.359937401578,14397.417840376036,2266.9405320813826
TD01GL000578,7069.9530516432515,6608.528951486829,943.9749608763673
TD01GL000579,11488.184663536542,10667.21439749638,1603.7167449139315
TD01GL000580,7800.391236306811,7278.716744914085,1048.4741784037546
TD01GL000581,4178.912363067296,3886.9718309859363,611.3067292644753
TD01GL000582,6295.735524256698,5823.278560250485,903.7167449139265
TD01GL000583,2121.47887323943,1984.702660406882,299.1001564945229
TD01GL000584,3824.5696400625957,3574.9608763693464,595.5399061032866
TD01GL000585,16781.494522691068,15655.907668232103,2441.4710485133087
TD01GL000586,7846.009389671442,7327.464788732557,1105.0469483568054
TD01GL000587,7165.1017214398325,6649.374021909361,1002.97339593114
TD01GL000588,13240.492957746073,12399.413145540286,1924.3348982785676
TD01GL000589,2350.469483568066,2194.4444444444425,350.8215962441316
TD01GL000590,6011.854460093947,5604.34272300478,858.0203442879489
TD01GL000591,8180.829420970359,7611.189358372626,1078.8341158059443
TD01GL000592,5839.866979655749,5375.860719874882,856.6901408450702
TD01GL000593,5763.615023474217,5288.732394366268,853.3646322378706
TD01GL000594,2631.9248826291055,2417.5273865414733,422.3787167449143
TD01GL000595,1119.2097026604088,1042.0579029733988,153.0907668231612
TD01GL000596,650.6259780907676,595.2269170579051,98.6306729264477
TD01GL000597,650.6259780907676,595.2269170579051,98.6306729264477
TD01GL000598,9465.8450704225,8757.472613458742,1350.4303599374032
TD01GL000599,8100.899843505549,7563.732394366371,1076.2519561815327
TD01GL000600,4609.1549295774785,4280.594679186259,645.8920187793425
TD01GL000601,4411.658841940544,4093.8184663537018,591.1971830985916
TD01GL000602,690.8059467918634,632.433489827859,99.41314553990615
TD01GL000603,7987.480438184764,7316.118935837391,1197.6917057902979
TD01GL000604,2877.4647887323904,2675.8998435054827,363.88888888888977
TD01GL000605,812.910798122067,743.661971830988,124.49139280125208
TD01GL000606,4153.521126760568,3854.8513302034626,614.3583724569642
TD01GL000607,4447.730829420986,4109.076682316143,600.5868544600937
TD01GL000608,1199.7652582159642,1110.0938967136183,181.6901408450706
TD01GL000609,2314.906103286379,2158.2550860719857,323.63067292644786
TD01GL000610,9386.776212832521,8648.591549295978,1319.2488262910797
TD01GL000611,11005.985915492784,10196.987480438444,1596.0093896713638
TD01GL000612,6667.488262910862,6203.482003130004,947.6917057902956
TD01GL000613,1487.4021909233163,1380.125195618154,231.7683881064165
TD01GL000614,3309.6244131455405,3070.9702660406983,487.59780907668284
TD01GL000615,5099.061032863872,4742.644757433542,753.2081377151791
TD01GL000616,7622.535211267692,7073.3959311425515,1054.1471048513288
TD01GL000617,4540.9624413145675,4217.801251956214,608.9201877934272
TD01GL000618,7931.846635367855,7283.176838810785,1122.691705790297
TD01GL000619,3028.9514866979657,2795.696400625982,418.30985915492994
TD01GL000620,9563.849765258185,8802.112676056535,1462.2065727699517
TD01GL000621,3857.1987480438206,3574.5696400626157,529.3818466353687
TD01GL000622,6818.270735524316,6346.596244131574,972.1048513302023
TD01GL000623,3882.9029733959364,3603.4820031299046,513.8497652582166
TD01GL000624,4163.6541471048595,3880.868544600959,601.2910798122065
TD01GL000625,3935.09389671362,3671.0876369327225,551.7605633802816
TD01GL000626,6182.120500782505,5763.341158059565,832.5899843505474
TD01GL000627,5776.760563380317,5403.755868544684,794.2488262910799
TD01GL000628,4105.125195618154,3800.7433489828086,601.7605633802818
TD01GL000629,4871.517996870131,4490.688575899882,756.4162754303596
TD01GL000630,6752.151799687072,6254.812206572877,954.8122065727675
TD01GL000631,7820.892018779432,7159.780907668371,1199.33489827856
TD01GL000632,7399.06103286393,6884.976525821738,1027.4647887323924
TD01GL000633,1116.1971830985933,1038.0281690140885,156.65101721439763
TD01GL000634,7167.018779342796,6666.158059468046,980.6729264475719
TD01GL000635,5291.001564945251,4930.046948356869,704.1079812206566
TD01GL000636,2765.9233176838775,2567.6447574334934,401.1737089201883
TD01GL000637,4670.931142410032,4321.087636932744,646.0485133020347
TD01GL000638,6067.879499217581,5636.502347417926,828.129890453833
TD01GL000639,3008.5289514866945,2797.1048513302117,401.13458528951566
TD01GL000640,5046.478873239459,4664.475743349033,746.4006259780904
TD01GL000641,4460.641627543046,4136.7762128325785,606.103286384977
TD01GL0RAST13,651.1345852895155,608.9593114241014,91.6666666666667
TD01GL0RAST14,1268.7402190923328,1140.023474178407,224.68701095461688
TD01GL0RAST15,783.3333333333347,722.1439749608791,103.24726134585295
TD01GL000642,5666.1580594679635,5274.530516431999,837.7543035993737
TD01GL000643,6312.519561815412,5774.256651017299,898.9045383411568
TD01GL000644,8391.78403755877,7909.78090766841,1156.7292644757424
TD01GL000645,8391.78403755877,7909.78090766841,1156.7292644757424
TD01GL0RAST16,1624.647887323943,1447.9655712050087,284.2723004694837
TD01GL000646,16617.683881063473,15631.924882629644,2330.4773082942165
TD01GL0RAST17,1348.8654147104833,1235.0938967136165,195.77464788732405
TD01GL000647,31090.140845072605,29198.748043818905,4332.863849765274
