metacyc	kegg
CPD-11464	C15898
CPD-20541	C04273
CPD-257	C02236
CPD0-1065	C16565
CPD-1042	C05143
1-5-PHOSPHORIBOSYLIMIDAZOLE-4-ACETATE	C04437
CPD-2542	C05375
CPD-253	C04796
CPD-14596	C08336
1-4-HYDROXYPHENYL-2-METHYLAMINOETHAN	C04548
CPD-252	C04797
BETA-AMINOPROPIONITRILE	C05670
CPD-2483	C06682
SPERMINE	C00750
CPD-12613	C15878
CPD-248	C03574
CPD-13584	C00177
CPD-247	C04480
CPD-21245	C20426
35-DIBROMO-4-HYDROXYBENZONITRILE	C04178
1-3-7-TRIMETHYLXANTHINE	C07481
CPD-243	C02775
CPD-7662	C07943
CPD-2421	C02390
-SABINONE	C01868
DTDP-4-AMINO-46-DIDEOXY-D-GALACTOSE	C04346
CPD-242	C13635
PUTRESCINE	C00134
CPD-14460	C20457
CPD-241	C01275
-CIS-SABINOL	C02213
CPD-240	C03666
LINAMARIN	C01594
L-PIPECOLATE	C00408
CPD-238	C02505
--TRANS-ACENAPHTHENE-12-DIOL	C04167
CPD-237	C02693
METHYL-BETA-D-GALACTOSIDE	C03619
CPD-9938	C06537
CPD-235	C02798
--EPHEDRINE	C01575
CPD-2343	C14899
CPD-14387	C20332
CPD-9786	C16712
CPD-234	C04604
--6-HYDROXY-3-OXO-ALPHA-IONONE	C04223
CPD-233	C01142
CPD-2301	C03458
NEUROSPORENE	C05431
--6-HYDROXY-3-OXO-ALPHA-IONOL	C01760
CPD-2221	C04351
CPD-2202	C03325
CPD-20626	C16340
CPD-1241	C01113
BILIRUBIN-GLUCURONOSIDE	C03374
CPD-13150	C19798
+-5-oxo-1-2-campholide	C02952
GLC-6-P	C01172
CPD-11469	C15895
ALPHA-GLC-6-P	C00668
CPD-20057	C10126
CPD-13296	C20571
CPD-7163	C04665
CPD-7162	C04054
CPD-17979	C05795
MANNOSE-6P	C00275
CPD-14012	C20242
CPD-14013	C20230
CPD-12932	C15867
L-RIBULOSE-5-P	C01101
CPD-21514	C06213
BILIVERDINE	C00500
RIBULOSE-5P	C00199
CPD-7408	C05414
BILIRUBIN	C00486
CPD-21444	C12454
ARABINOSE-5P	C01112
CPD-15042	C16723
URIDINE	C00299
CPD-12614	C15879
CPD-14544	C16710
CPD-14457	C07543
CPD-20451	C21766
BILIRUBIN-BISGLUCURONOSIDE	C05787
CPD-12611	C15874
S-N-METHYLCANADINE	C02915
CPD-9123	C06566
BIS-GERANYLGERANYLGLYCEROL-PHOSPHATE	C04638
CPD-21472	C15677
CPD-7063	C18022
CPD-9893	C06327
CPD-17978	C05791
CPD-9776	C01416
CPD-12321	C05421
CH3-MALONATE-S-ALD	C06002
CPD-11449	C15919
CPD-12475	C08060
CPD-9185	C16952
PHYTOENE	C05413
CPD-20627	C15911
CPD-672	C05231
UDP-MANNAC	C01170
CPD-11446	C15859
CPD-209	C04700
CPD-7953	C08613
CPD-20624	C15943
CPD-16783	C21370
UDP-D-GALACTOSAMINE	C02467
CPD-12610	C21744
CPD-14834	C09592
UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE	C04631
OXYGEN-MOLECULE	C00007
CPD-12615	C15881
IODINE-MOLECULE	C01382
CPD-21291	C18549
CPD-14021	C20245
CPD-11463	C15892
Elemental-Sulfur	C00087
UDP-OHMYR-GLUCOSAMINE	C06022
HG0	C01319
CPD0-1456	C01212
GERANYL-PP	C00341
CPD-12799	C19697
NITROUS-OXIDE	C00887
CPD-17309	C15860
HS	C00283
NICOTINE	C00745
UDP-N-ACETYLMURAMATE	C01050
+-bornyl-diphosphate	C03190
CPD-12612	C15877
CPD-223	C02330
CPD-9847	C06528
CPD-9424	C10138
UDP-GLUCURONATE	C00167
CPD-8670	C08565
UDP-D-GALACTURONATE	C00617
CPD-15124	C14610
CPD-20628	C15914
UDP-APIOSE	C01623
CPD-13171	C19765
CPD-11471	C15969
CPD-11447	C19795
UDP-SULFOQUINOVOSE	C11521
OH-MYRISTOYL	C04652
CPD-12575	C00029
CPD-483	C04739
UDP-L-RHAMNOSE	C02199
URETHAN	C01537
CPD-9833	C16846
CARBAMATE	C01563
UDP-D-GLUCOSAMINE	C02200
CPD-8986	C06176
CPD-8680	C16320
UDP-D-GALACTO-14-FURANOSE	C03733
CPD-14553	C00052
CPD-19445	C21635
R-6-HYDROXYNICOTINE	C03043
CPD-19446	C12180
CPD0-1082	C04804
UDP-OHMYR-ACETYLGLUCOSAMINE	C04738
CPD-15327	D08880
CPD0-2171	C05260
CPD-15799	C05317
CPD-5303	C08800
CPD-14466	C20409
CPD-12373	C05579
CPD-9951	C16719
STEAROYL-COA	C00412
CPD-9790	C16707
OXIDIZED-WATASEMIA-LUCIFERIN	C03888
CPD-9965	C02041
OXIDIZED-OPLOPHORUS-LUCIFERIN	C15038
CPD-9217	C06543
GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	C01222
CARNOSINE	C00386
OXIDIZED-LUCIFERIN	C03717
TETRADECANOYL-COA	C02593
CPD-8917	C10772
CPD-107	C01297
ACETONE	C00207
CPD-8654	C08540
CPD-353	C03117
PALMITYL-COA	C00154
MEK	C02845
OXIDIZED-PHOTINUS-LUCIFERIN	C03797
CPD-1828	C00976
OXIDIZED-CYPRIDINA-LUCIFERIN	C03887
GDP-L-GALACTOSE	C02280
CPD-20745	C19954
OLEOYL-COA	C00510
GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE	C14830
LATIA-LUCIFERIN	C02293
CPD-20632	D00563
DIACETYL	C00741
CPD-20630	D08355
CPD-354	C02977
CPD0-2232	C05258
CPD-7969	C07287
CPD-20533	D00425
PHOTINUS-LUCIFERIN	C02740
CPD-14462	C07798
GDP-MANNOSE	C00096
CYPRIDINA-LUCIFERIN	C02825
ALPHA-CYCLOPIAZONATE	C03032
GDP-D-GLUCOSE	C00394
CPD-9787	C11250
CPD-9037	C06453
CPD-7078	C15925
CPD-9214	C10796
CPD-20528	D01478
CPD-8651	C08538
CPD-14269	C16532
CPD-20277	C10173
CPD-205	C02656
E-11-TETRADECENOYL-COA	C06736
CPD-9231	C06665
CPD-20498	C14176
DTDP-DEOH-DEOXY-MANNOSE	C00688
CPD0-2600	D03895
CPD-20473	C21732
CPD-700	C15780
CPD-2046	C04843
CPD-20443	C21718
DTDP-D-GALACTOSE	C02097
CPD-4126	C15783
CPD-15043	C16725
CPD-20442	C21717
CPD-15210	C20514
CHLOROPHYLL-A	C05306
CPD-20441	C21716
CPD-14609	C02256
CPD-20440	C09177
CPD-13382	C18032
CPD-14458	C07542
CPD-361	C03034
CPD-12356	C09131
CPD-15265	C20563
VOMILENINE	C01761
CPD-11916	C11923
CPD-15208	C20520
CPD-20328	C06111
CPD-7221	C02944
CPD-20365	C11847
CPD-9777	C12448
CPD-15209	C20516
CPD-9203	C16524
CPD-15206	C20519
CPD-8676	C08542
DTDP-RHAMNOSE	C03319
CPD-20313	C07434
CPD-19603	C09553
3-KETO-ADIPYL-COA	C02232
CPD-31	C02612
DTDP-D-GLUCOSE	C00842
S-CITRAMALATE	C02614
CPD-683	C00941
N-ACETYL-D-MANNOSAMINE-6P	C04257
CPD-13383	C18033
EPISTEROL	C15777
CPD-472	C04268
CPD-13380	C11930
CPD-21340	C04145
CPD-2022	C06326
CPD-18206	D06637
R-NICOTINE	C16386
CPD-13782	C11933
TDP-FUC4NAC	C06018
CPD-9848	C16728
CPD-10037	C11383
5-DIPHOSPHO-1D-MYO-INOSITOL-12346P	C11526
CPD-1089	C01767
CPD-9425	C06523
CPD-11700	C11174
CPD-9182	C20216
MI-PENTAKISPHOSPHATE	C04579
CPD-8671	C08543
CPD-13384	C18034
CPD-21281	C06539
DTDP-D-FUCOSE	C07277
CPD-534	C04563
CPD-1107	C01284
N-ACETYL-NEURAMINATE-9P	C06241
CPD-344	C03187
3-KETO-ADIPATE	C00846
CPD-556	C03855
CPD-7706	C02122
CPD-11915	C11920
3-KETOBUTYRATE	C00164
ETHYL-ACETOACETATE	C03500
2-ACETO-2-HYDROXY-BUTYRATE	C06006
BENZYL-2-METHYL-3-OXOBUTANOATE	C04000
3-OXODODECANOATE	C02367
CDP-D-GLUCOSE	C00501
MALONATE-S-ALD	C00222
4-CYTIDINE-5-DIPHOSPHO-2-C	C11435
2-ACETO-LACTATE	C06010
CPD-20021	C09951
CPD-9698	C03598
CPD-1078	C04297
CDP-36-DIDEOXY-D-MANNOSE	C03599
CPD-9835	C11379
CPD-20009	C05360
CDP-ABEQUOSE	C01788
CPD-8987	C15612
ADP-D-GLUCOSE	C00498
ADP-D-GLYCERO-D-MANNO-HEPTOSE	C06397
CPD-8658	C08537
ADP-L-GLYCERO-D-MANNO-HEPTOSE	C06398
CPD-14397	C08368
CPD-9917	C16665
CPD-20	C16273
CMP-KDO	C04121
CPD-262	C03691
STREPTOMYCIN	C00413
CPD-14219	C17973
VALIDAMYCIN-A	C12112
CPD-19995	C16281
CPD-11688	C12344
CPD-9826	C16726
CPD-2042	C02345
CPD-20867	C08267
CPD-9327	C16666
CPD-11940	C12124
CPD-11941	C05907
CPD-15951	C14641
CPD-8655	C08544
CPD-12539	C08349
CPD-7246	C18060
CPD-4884	C10514
N-ACETYL-D-GLUCOSAMINE-1-P	C04256
MANNOSE-1P	C00636
CPD-4885	C05230
GLC-1-P	C00103
CPD-12188	C17743
GALACTOSE-1P	C00446
RHAMNULOSE-1P	C01131
CPD-3942	C16230
FUCULOSE-1P	C01099
CPD-14816	C09390
CPDQT-4	C15926
CPD-14464	C20408
CPD-199	C04335
CPD-12363	C07544
CPD-8756	C11382
CPD-8765	C09839
BETA-CYCLOPIAZONATE	C02899
CPD-9940	C06538
CPD-9788	C16709
CPD-12726	C10184
CPD1F-90	C05903
CPD-8485	C10043
CPD-8652	C05604
ERYTHROSE-4P	C00279
2-2-METHYLTHIOETHYLMALIC-ACID	C17210
CPD-20725	C09457
CPD-8138	C14137
D-SEDOHEPTULOSE-1-7-P2	C00447
CPD-13502	C10044
CPD-12727	C10197
FRUCTOSE-2-PHOSPHATE	C03267
L-OCTANOYLCARNITINE	C02838
CPD-12724	C10023
DIHYDROXY-ACETONE-PHOSPHATE	C00111
CPD-15297	C08552
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	C11436
CYS-GLY	C01419
CPD-10347	C08064
CPD-372	C01068
CPD-19741	C03299
CPD-13357	C04272
CPD-8141	C11264
FRUCTOSELYSINE-6-PHOSPHATE	C16489
CPD-13511	C10176
CPD-431	C01477
ERYTHRONATE-4P	C03393
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	C01302
CPD-9936	C09581
CPD-9646	C17556
CPD-19771	C21491
CPD-9785	C07592
CPD-19762	C18933
PRPP	C00119
CPD-15329	C06843
CPD-9210	C10820
CPD-8184	C10028
CPD-20613	D00330
CPD-20520	C07571
CPD-11423	C13273
CPD-20633	D01954
CPD-12447	C01604
CPD-21519	D03061
CPD-20503	C07266
PHLORETIN	C00774
GLUCONOGAMMALACTONE	C03107
CPD-20634	C07148
3-2-METHYLTHIOETHYLMALIC-ACID	C17212
CPD-19688	C08511
CPD-20606	C01690
CPD-3041	C08650
CPD-20506	C07240
CPD-20012	C06561
CPD-8633	C16408
C-DI-GMP	C16463
CPD-544	C02827
URATE	C00366
CPD-522	C02655
CPD-8062	C16406
CPD-17537	C00915
CPD-3021	C15525
CPD-370	C01133
PIPERAZINE	C07973
BUTEIN	C08578
CPD-8632	C16407
CPD-9851	C16735
CPD-19605	C06516
CPD-9426	C10159
CPD-18529	C02130
CPD-18092	C20491
CPD-9183	D08282
CPD-9562	C07606
4-DIMETHYLAMINOPHENYLAZOBENZENE	C03764
1-7-DIMETHYLXANTHINE	C13747
CPD-1911	C04685
CPD-7096	C08574
CPD-10372	C15723
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY	C00639
CPD-10373	C15724
CPD-16541	C12095
CPD-10374	C15725
CPD-16535	C20490
CPD-7864	C16303
CPD-13165	C20424
CPD-1093	C06257
CPD-1912	C04686
CPD-10753	C19972
GLYCYLGLYCINE	C02037
3-KETOLACTOSE	C05403
CPD-8984	C16014
5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O	C00696
GUANOSINE-5DP-3DP	C01228
CPD-19004	C20303
CPD-19561	C11692
PROSTAGLANDIN-H2	C00427
GDP-TP	C04494
CPD-20309	C14851
DEOXY-OH-METHYLCYTIDINE-TRIPHOSPHATE	C11039
CPD-19052	C14449
CPD-2982	C08576
CPD-8634	C16409
CPD-602	C01268
CPD-3001	C08577
CPD-19671	C15956
CPD-19672	C15957
CPD-17980	C05956
CPD-19673	C15958
CPD-8635	C16410
L-GLYCERALDEHYDE	C02426
CPD-7389	C08730
CPD-15245	C21079
5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA	C01312
CPD-20494	C10188
CPD-474	C01617
MYRICETIN	C10107
NI+2	C19609
CO+2	C00175
MG+2	C00305
CDP-ETHANOLAMINE	C00570
BA+2	C13881
SYRINGETIN	C11620
ADENYLOSUCC	C03794
PB+2	C06696
MANNOSYL-ETCETERA-GLUCOSAMINYL-D-MANNOSE	C04923
CPD-273	C03410
CPD-8065	C08252
MN+2	C19610
1236-TETRAKIS-O-GALLOYL-BETA-D-GLUCOS	C04516
CA+2	C00076
1-O-GALLOYL-BETA-D-GLUCOSE	C01158
3-7-DIMETHYLXANTHINE	C07480
FE+2	C14818
CPD-19463	C08521
CPD-8947	C04360
CPD-8886	C13884
1-O6-O-DIGALLOYL-BETA-D-GLUCOSE	C04101
12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC	C04576
CPD-1486	C06710
CPD-1946	C03963
CD+2	C01413
CINNAMOYL-COA	C16256
HG+2	C00703
ZN+2	C00038
CPD-1945	C04670
CPD-17598	C10627
AS+5	C20296
CPD-19449	C08534
CPD-8960	C10729
CPD-19801	C21802
CPD-19442	C12232
CPD-13456	C10559
CPD-18757	C21185
CPD-17609	D04107
CPD-1944	C04687
CPD-19439	C12162
CPD-17599	C21183
CPD-19438	C08532
CPD-17595	C10557
CPD-19437	C12187
CPD-8961	C10730
CPD-19436	C21633
CPD-19433	C10812
CPD-8958	C10556
CPD-19432	C16703
CPD-19431	C12173
CPD-8922	C10882
CPD-18755	C21184
CPD1G-1344	C04218
CPD-19430	C08526
CPD-1943	C06318
CPD-17600	C10545
D-ALA-D-ALA	C00993
CPD-17597	C21191
CPD-19428	C12193
NITROGEN-MOLECULE	C00697
CPD-19424	C21639
CPD-19423	C21637
CPD-8959	C10874
EDTA	C00284
CPD-19800	C21801
CPD-16015	C20904
15-OXO-5811-CIS-13-TRANS-ICOSATETRAENO	C04577
SULFUR-DIOXIDE	C09306
CPD-19421	C16702
CPD-13455	C10636
CPD-8927	C10883
ANILINE	C00292
CPD-19420	C16701
CPD-18756	C10552
CPD-19192	C02227
CPD-19419	C21634
CPD-8912	C10682
CPD-12774	C21110
BENZENAMINE-SULFATE	C06011
CPD-12022	C05642
2-AMINOACRYLATE	C02218
CPD-19396	C03753
CPD-15118	C11262
CPD-11724	C10483
CPD-3627	C18706
CPD-676	C01197
CPD-19392	C11024
CPD-15121	D00323
CPD-12885	C09848
CPD-19387	C05346
CPD-7986	C11384
CPD-9455	C17436
CPD-17784	C09794
CPD-9452	C04509
UNDECAPRENYL-DIPHOSPHATE	C04574
CPD-9456	C17434
CPD-9453	C17438
CPD-9457	C17435
CPD-15110	C07210
CPD-9454	C17437
CPD0-1028	C11356
CPD-4207	C16427
CPD-15430	C05845
CPD-15141	D01370
CPD-191	C04507
3-METHYLTHIOPROPYL-DESULFO-GLUCOSINOLATE	C17244
DICOUMAROL	C00796
PHOSPHORIBOSYL-ATP	C02739
PHOSPHORIBOSYL-AMP	C02741
D-ERYTHRULOSE	C02022
NIACINE	C00253
DEOXY-HYDROXYMETHYLCYTIDINE-PHOSPHATE	C03997
ASCORBATE	C00072
RIBOFLAVIN	C00255
CPD-20806	C20364
BIOTIN	C00120
CPD-328	C01993
THIAMINE	C00378
CPD-20408	C03592
CPD-19275	C18295
CPD-19274	C06628
CPD-16806	C21102
CPD-15544	C20674
CPD-13918	D06298
CPD-19273	C06629
ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE	C01289
CPD-19272	C06627
CPD-6947	C13309
CPD-16628	C20806
CPD-8067	C12634
CPD-275	C04110
CPD-14849	C12667
CPD-19270	C06654
CPD-14850	C12668
CPD-15152	C05813
CPD-15213	C20517
CPD-8068	C12635
PQQ	C00113
RUTIN	C05625
CPD1F-453	C12249
CPD-19246	C21414
CPDQT-256	C17229
CPD-12766	C11500
CPDQT-404	C17221
CPD-12676	C19768
CPD-12504	D01392
CPD-9321	C18133
CPDQT-277	C17233
CPD1F-437	C05623
HOMOMETHIONINE	C17213
CPD-11655	C05803
CPDQT-340	C17217
CH33ADO	C05198
CPD-17769	C10788
CPD-7248	C15494
9-RIBURONOSYLADENINE	C11501
7-METHYLXANTHOSINE	C16352
CPD-19232	C08371
ACENAPHTHENEQUINONE	C02807
5-METHYLTHIOINOSINE	C19787
CPD-3766	C05377
CPD-15153	C05814
CPD-21193	C18672
L-ALLO-THREONINE	C05519
L-XYLULOSE	C00312
DOPAQUINONE	C00822
CPD-10303	C12317
L-RIBULOSE	C00508
CPD-11656	C05804
CPD-307	C04210
CPD-15816	C01683
CPD-12046	C20569
CPD-8569	C03317
CPD-13046	C08346
SELENOHOMOCYSTEINE	C05698
CPD0-1108	C16639
HYDROXYNAPHTHOQUINONE	C03840
CPD-670	C01162
AMINO-OXOBUT	C03508
CPD-312	C03790
CPD-15986	C08356
2-AMINOMALONATE-SEMIALDEHYDE	C11822
CPD-10543	C08352
ISOWILLARDIINE	C08289
CPD-308	C01682
CPD-19223	C09674
CPD-9757	C08292
CPD-1907	C03040
SELENOMETHIONINE	C05335
CPD-677	C03015
CPD-16745	C20561
CPD-16744	C13782
CPD-17102	C20900
CPD-7260	C12626
CPD-564	C03539
CPD-11572	C11101
3-URACIL-1-YL-L-SERINE	C03584
CPD-8006	C03430
CPD-17100	C20899
CPD-310	C03210
CPD-13179	C03852
CPD0-2357	C14279
CPD-20526	D05291
ALBENDAZOLE	C01779
CPD-20524	D04140
CPD-15105	C16490
CPD-15307	C07581
CPD-19037	C21291
TETRAHYDROXYPTERIDINE	C03178
CPD-1127	C02333
SACCHAROPINE	C00449
CPD-13509	C10073
CPD-601	C03431
ADENOSYL-HOMO-CYS	C00021
CPD-311	C02207
CPD-19028	C21373
ADENINE	C00147
GUANINE	C00242
CPD-19022	C19185
CPD-5781	C10175
CPD-324	C03861
CPD-922	C07732
CPD-19013	C21290
CPD-19012	C21389
CPD-21290	C18857
CPD-9849	C21527
CPD-4209	C04083
CPD-19011	C11344
NARINGENIN-7-O-BETA-D-GLUCOSIDE	C09099
CPD-1901	C03036
LUTEOLIN-7-O-NEOHESPERIDOSIDE	C12630
NARINGIN	C09789
CPD-680	C04075
CPD-19126	C14177
DEMETHYLMENAQUINONE	C05818
L-ASPARTATE	C00049
CPD-7214	C05911
ARG	C00062
CPD-11429	C07569
CPD-6991	C09827
CPD-629	C03030
HIS	C00135
CPD-19003	C06548
CPD-21234	C16453
CPD-7072	C01709
LYS	C00047
AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	C04732
CPD-2043	C02099
ETHIONINE	C11227
CPD-7079	C09833
CPD-3061	C09762
CPD-19	C16272
CPD-19294	C09614
CPD-15608	C14600
NARINGENIN-CMPD	C00509
CPD-13708	C19944
L-BETA-ASPARTYL-P	C03082
CPD-13680	C14909
CPD-7080	C05334
ASN	C00152
PYRIDINE	C00747
TYR	C00082
CPD-13709	C04793
L-23-DIAMINOPROPANOATE	C03401
CPD-13704	C20144
CPD-18926	C05285
CPD-12427	C20155
CPD-21235	C19574
CPD-15604	C05140
MESO-DIAMINOPIMELATE	C00680
GLN	C00064
ANDROST4ENE	C00280
CPD-1086	C04454
CPD-342	C00674
CPD-254	C03088
CHOCOLA_A	C02588
CPD-15117	C20631
L-CYSTATHIONINE	C02291
DI-H-URACIL	C00429
CPD-523	C03455
CPD-470	C03283
BUTHIONINE-SULFOXIMINE	C04543
CPD0-2018	C02376
INDOLE-3-GLYCEROL-P	C03506
AMINO-ETCETERA-PYRIDIN-1-YL-PROPANOATE	C04771
THR	C00188
ISOGLUTAMINE	C16673
GLT	C00025
CPD-6362	C11130
CPD-4620	C15546
CPD-4617	C16448
LL-DIAMINOPIMELATE	C00666
CPD-4614	C03423
CPD-6367	C15771
CPD-6364	C15769
L-2-AMINOPENTANOIC-ACID	C01826
CPD-4609	C08272
SER	C00065
CPD-4604	C11263
CREATINE	C00300
CPD-4210	C00371
CREATINE-P	C02305
CPD-6365	C15770
CPD-332	C02029
CARBAMOYL-SARCOSINE	C01043
CPD-6361	C12312
CPD-1142	C01451
CPD-299	C03341
CPD-3633	C01905
CPD-6366	C04720
CPD-13242	C08250
CPD-219	C00739
D-SERINE	C00740
D-GLT	C00217
CPD0-1563	C00542
CPD-220	C00792
D-THREONINE	C00820
CPD-217	C00515
CPD-15449	C20715
ETHYLENE-CMPD	C06547
D-ALANINE	C00133
CPD-18782	C10607
CPD-12150	C01570
CPD-18781	C12113
CPD-302	C00402
CPD-18780	C21282
GLUTAMIDE	C00819
CPD-218	C00855
D-PROLINE	C00763
CPD-13750	C07635
CALCITRIOL	C01673
D-CYSTEINE	C00793
2-HYDROXY-2-METHYLPROPANENITRILE	C02659
ALTROSE	C06464
19-HYDROXYTESTOSTERONE	C05294
19-OXO-TESTOSTERONE	C05295
CIS-4-HYDROXY-D-PROLINE	C03440
CPD-13749	C14256
CPD-18773	C21281
ANDROSTERONE	C00523
CPD-644	C03290
A-PYRIMIDODIAZEPINE	C02587
ALPHA-D-GALACTOSE	C00984
CYTOSINE	C00380
CPD-402	C03005
GALACTOSE	C00962
CPD-15590	C01582
LEU	C00123
UDP	C00015
ILE	C00407
CPD0-1110	C08353
CPD-3642	C06417
TRP	C00078
MET	C00073
ALPHA-GLUCOSE	C00267
TDP	C00363
L-ALPHA-ALANINE	C00041
GLC	C00221
CYS	C00097
CPD-3724	C01368
VAL	C00183
CPD-12601	C02209
PHE	C00079
CPD-13559	C00936
DUTP	C00460
L-SELENOCYSTEINE	C05688
CPD-37	C04053
GLY	C00037
XYLOSE	C01394
CPD-3711	C05822
CPD-15322	C17235
BETA-D-XYLOSE	C02096
PRO	C00148
CPD0-1942	C02356
CPD-10725	C05003
CMP-N-ACETYL-NEURAMINATE	C00128
CPD0-1952	C02261
DCDP	C00705
CPD-7598	C11695
CPD6666-1	C19670
CPD-18732	C16363
URACIL	C00106
CPD-13893	C06812
TMP	C00364
CPD-13892	C06914
NICOTINAMIDE_RIBOSE	C03150
D-XYLULOSE	C00310
CPD-18726	C11480
CPD-15491	C14275
CPD-8923	C11249
CPD-3725	C02355
CPD-19692	C04575
D-RIBULOSE	C00309
CPD-18691	D01400
CPD-14120	C17209
CPD-3713	C02354
NIACINAMIDE	C00153
DUDP	C01346
CYCLOHEXANE-13-DIONE	C01066
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	C04916
SINAPYL-ALCOHOL	C02325
CPD-8169	C07288
CPD-13577	C19872
CPD-3762	C04051
DCMP	C00239
PYRAZINAMIDE	C01956
BETA-L-ARABINOSE	C02479
CDP	C00112
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	C04734
ARABINOSE	C02604
UTP	C00075
CPD-15699	C11476
CTP	C00063
AICAR	C04677
SEMICARBAZIDE	C02077
PHOSPHORIBOSYL-FORMIMINO-AICAR-P	C04896
TTP	C00459
PYRIMIDINE-RING	C00396
CPD-13428	C01825
CPD-3723	C03031
DUMP	C00365
CPD-3710	C03104
DCTP	C00458
LYXOSE	C00476
CPD-8155	C05797
CPD-12873	C21476
CPD-18561	C21477
2-DEOXYRIBOSE	C01801
CPD-12037	C08644
PHENOL	C00146
CPD-1002	c06576
1-PALMITOYLGLYCEROL-3-PHOSPHATE	C04036
2-AMINOPHENOL	C01987
CPD-686	C06408
CPD-13293	C02095
CPD-18290	C21166
CPD-10329	C20835
CPD0-1107	C20836
CPD-662	C06416
ORCINOL-CPD	C00727
CPD-10597	C13638
CPD-259	C02372
CPD0-1112	C02338
CPD-642	C05772
RHAMNOSE	C02476
CPD-18280	C14582
CPD-9038	C15527
4-HYDROXY-BENZYL-ALCOHOL	C17467
CPD-18508	C21116
CPD-6483	C16930
CPD-13113	C19800
CPD-47	C01839
CPD-18497	C21764
CPD-675	C06320
4-TOLUENECARBOXYLATE	C01454
CPD-13829	C01684
DIHYDROSIROHYDROCHLORIN	C02463
3-HYDROXYBENZOATE	C00587
CPD-643	C06406
PHYTOL	C01389
RIBITOL	C00474
BENZOATE	C00180
CPD-679	C06319
XYLITOL	C00379
P-AMINO-BENZOATE	C00568
CPD-355	C01904
PSICOSE	C06468
L-ARABITOL	C00532
CPD-1242	C05394
CPD-3609	D04845
CPD-9570	C01452
CPD-18452	C19999
CPD-651	C06407
CPD0-2460	D08266
CPD-19056	D04623
CPD-327	C02779
CPD-721	C05616
CPD-14388	D04090
CPD-19829	C08260
GALACTITOL	C01697
MANNITOL	C00392
CPD-357	C01489
CPD-12810	C01722
SORBITOL	C00794
PHENYLACETATE	C07086
CPD-369	C01507
CIS-P-COUMARATE	C06738
CPD-12811	C21524
CPD-7615	C14091
CPD-10055	C19082
CPD-8222	C07276
3-4-DIHYDROXYBENZOATE	C00230
CPD-184	C03671
CPD-12276	C20335
GLYCOL	C01380
VANILLATE	C06672
CPD-110	C00805
CPD-227	C02204
HYDROQUINONE	C00530
GLYCERALD	C00577
3-HYDROXYPHENYL-PROPIONATE	C11457
CPD-623	C01751
L-SORBOSONE	C19679
TAGATOSE	D09007
CPD-1834	C04554
CPD-11859	C18347
2-ETHYLHEXAN-1-OL	C02498
OCTANOL	C00756
CPD-7867	C02277
CPD-17287	C01633
CPD-15617	C08237
3-PHENYLPROPIONATE	C05629
PENTANOL	C16834
CPD-15825	C21523
CPD-4505	C11285
DEHYDROSPHINGANINE	C02934
L-FUCULOSE	C01721
CPD-3607	D09924
PHYTOSPINGOSINE	C12144
CPD-481	C03640
PSYCHOSINE	C01747
CPD-18329	C05150
CPD-10052	C11408
CPD-10051	C00964
CPD-188	C01968
CPD-9647	C17558
CMP	C00055
UMP	C00105
TREHALOSE-6P	C00689
CPD-507	C04534
INDOLE-3-CARBOXALDEHYDE	C08493
CPD-7672	C08276
CPD-1831	C03248
CPD-7618	C16461
CPD-8725	C12078
CPD-8708	C11888
CPD-183	c01424
CPD-10107	C18027
CPD-8729	C09118
THIAZOL-YL-INDOLE	C21721
CPD-8712	C11889
CPD-8486	C10833
CPD-10068	C11403
CPD-10069	C11418
CPD-10044	C11402
CPD-8717	C12077
CPD-10064	C11414
CPD-8694	C06087
INDOLE	C00463
CPD-15942	C12662
9FLUORENONE	C06712
CPD-9133	C11008
CPD-15934	C15685
CPD-258	C01988
INDOLE_ACETALDEHYDE	C00637
CPD-18517	C21421
CPD-1826	C02691
CPD-14172	C14130
CPD-13821	C18846
CPD-13946	C11989
CPD-1072	C17883
CPD-16612	C21562
CPD-13809	C06912
CPD-1825	C03906
CPD-10450	C16395
OLEANDOMYCIN	C01946
4-hydroxybenzoate	C00156
CPD-7093	C09148
CYANURIC-ACID	C06554
CPD-13833	C11995
CPD-18261	C12102
CPD-17683	C09815
CPD-13830	C11994
CPD-13825	C11992
CPD-10447	C16393
3-4DHFLUORENE	C07717
CPD-708	C15784
TETRAHYD-CPD	C04033
CPD0-2360	C14396
CPD-4578	C15816
CPD-7405	C14149
CPD-10548	C05451
CPD-19245	C01938
CPD-10503	C05453
CPD-1822	C00616
TYLOSIN	C01457
